station,line_number,passengers_sum_for_every_day,station_number,passengers,line_name_АРБАТСК-ПОКРОВСК,line_name_БКЛ,line_name_БУТОВСКАЯ ЛИНИЯ,line_name_ЗАМОСКВОРЕЦКАЯ,line_name_КАЛИНИНСКАЯ,line_name_КАЛУЖСКО-РИЖСКАЯ,line_name_КОЛЬЦЕВАЯ,line_name_ЛЮБЛИНСКАЯ,line_name_МЦК,line_name_НЕКРАСОВСКАЯ,line_name_СЕРПУХОВ-ТИМИРЯЗ,line_name_СОКОЛЬНИЧЕСКАЯ,line_name_СОЛНЦЕВСКАЯ ЛИН.,line_name_ТАГАНСК-КРАСНОПР,line_name_ФИЛЁВСКАЯ
октябрьское поле,16,1016439,107,19633,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
щукинская,16,982117,108,18220,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
тушинская,16,976236,109,12952,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
сходненская,16,898956,110,1633,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
планерная,16,1003918,111,17808,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
алтуфьево,17,941963,112,2104,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
бибирево,17,1011627,113,7279,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
отрадное,17,1015733,114,10954,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
владыкино,17,947326,115,16115,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
петровско разумовская,17,1051264,116,2965,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
тимирязевская,17,1034867,117,19183,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
дмитровская,17,891605,118,14866,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
савеловская,17,1001053,119,12500,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
менделеевская,17,969563,120,5613,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
цветной бульвар,17,986038,121,9557,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чеховская,17,958700,122,2878,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
боровицкая,17,1000793,123,18766,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
полянка,17,959397,124,13621,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
серпуховская,17,982936,125,10254,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
тульская,17,890899,126,19607,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагатинская,17,1053096,127,19526,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагорная,17,908593,128,19268,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нахимовский проспект,17,904206,129,12535,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
севастопольская,17,993393,130,19969,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чертановская,17,886593,131,9786,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
южная,17,1069939,132,19868,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
пражская,17,995864,133,14629,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чкаловская,18,973600,134,2658,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
римская,18,947434,135,8298,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
крестьянская застава,18,998084,136,3467,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
кожуховская,18,1004693,137,11558,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
печатники,18,941809,138,19842,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
волжская,18,992791,139,18763,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
люблино,18,985942,140,8234,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
братиславская,18,1039411,141,19512,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
марьино,18,923896,142,3080,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
библиотека имени ленина,8,912272,143,8900,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
дубровка,18,1101372,144,3265,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
улица академика янгеля,17,1007714,145,9101,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
аннино,17,998539,146,5326,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
технопарк,609,1099786,147,14030,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
бульвар дмитрия донского,17,1029931,148,6337,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
парк победы,12,947927,149,14077,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
улица старокачаловская,1500,962016,150,6309,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
улица скобелевская,1500,1019260,151,16220,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
бульвар адмирала ушакова,1500,1030594,152,16454,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
улица горчакова,1500,1023943,153,4491,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
бунинская аллея,1500,951647,154,9135,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
трубная,18,921847,155,13671,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
строгино,12,1012689,156,3617,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
сретенский бульвар,18,975800,157,19016,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
славянский бульвар,12,869362,158,2148,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
мякинино,12,1063061,159,17651,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
волоколамская,12,1078172,160,10639,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
митино,12,1071000,161,17350,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
достоевская,18,968110,162,4534,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
марьина роща,18,951412,163,18394,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
борисово,18,1030111,164,6231,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
шипиловская,18,960681,165,11729,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
зябликово,18,939388,166,9933,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
новокосино,14,987974,167,9292,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
алма атинская,9,1066641,168,5380,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
пятницкое шоссе,12,1043525,169,12078,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
жулебино,16,924377,170,14969,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
лермонтовский проспект,16,919437,171,4599,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
котельники,16,968015,172,4719,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
битцевский парк,1500,985015,173,5879,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
лесопарковая,1500,1029489,174,15784,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
деловой центр,1691,1025400,175,18986,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
спартак,16,980418,176,12049,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
тропарево,8,946476,177,10148,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
румянцево,8,989343,178,5227,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
саларьево,8,989598,179,3911,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
шелепиха,1698,1063306,180,9733,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
панфиловская,1698,1042344,181,8758,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
стрешнево,1698,990530,182,12115,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
балтийская,1698,1036688,183,16828,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
коптево,1698,956905,184,14825,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
лихоборы,1698,1007463,185,15141,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
окружная,1698,986286,186,13289,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
локомотив,1698,1021796,187,15710,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
измайлово,1698,952654,188,5470,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
андроновка,1698,1014822,189,11073,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
угрешская,1698,889901,190,18513,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
зил,1698,934525,191,11165,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
хорошево,1698,1050723,192,4759,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
ростокино,1698,952708,193,6831,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
белокаменная,1698,1045003,194,8621,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
новохохловская,1698,948318,195,10123,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
верхние котлы,1698,1016424,196,9444,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
крымская,1698,1025875,197,9626,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
нижегородская,1698,945880,198,2120,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
лужники,1698,1061512,199,8902,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
москва сити,1698,994590,200,3370,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
зорге,1698,973157,201,3062,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
площадь гагарина,1698,1007367,202,18494,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
бутырская,14,894240,203,4666,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
фонвизинская,18,940759,204,10648,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
минская,14,993240,205,4986,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
ломоносовский проспект,14,914226,206,8577,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
раменки,1691,998387,207,4389,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
петровский парк,1749,954547,208,15793,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
ховрино,9,1067267,209,2054,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
хорошевская,1749,982807,210,12749,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
цска,1749,1039768,211,11062,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
селигерская,18,1003704,212,2577,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
верхние лихоборы,18,1102880,213,12577,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
мичуринский проспект,1691,958400,214,4788,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
озерная,1691,1065338,215,1879,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
говорово,1691,979218,216,12877,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
солнцево,1691,1049585,217,9368,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
боровское шоссе,1691,848283,218,4046,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
новопеределкино,1691,981091,219,5308,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
рассказовка,1691,897844,220,2335,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
беломорская,9,934801,221,3082,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
филатов луг,8,924230,222,1689,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
прокшино,8,919932,223,17894,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
ольховая,8,985218,224,3875,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
коммунарка,8,1083355,225,16415,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
косино,1779,976973,226,7770,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
улица дмитриевского,1779,990465,227,10567,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
лухмановская,1779,947428,228,5034,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
некрасовка,1779,1000878,229,17258,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
юго восточная,1779,865366,230,13097,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
окская,1779,989340,231,12444,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
стахановская,1779,987181,232,15457,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
лефортово,1749,941432,233,7216,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
тпу рязанская,1779,977295,234,6251,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
народное ополчение,1749,1045298,235,5500,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
мневники,1749,1065330,236,8609,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
каховская,1749,865656,237,5542,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
зюзино,1749,1015735,238,16062,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
воронцовская,1749,1018661,239,13361,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
новаторская,1749,991168,240,3073,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
аминьевская,1749,1045529,241,15590,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
давыдково,1749,971763,242,10385,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
терехово,1749,1020988,243,5971,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
нагатинский затон,1749,1015410,244,12781,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
кленовый бульвар,1749,976086,245,3802,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
варшавская,1749,965541,246,11800,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
пыхтино,1691,1068748,247,13565,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
аэропорт внуково,1691,1041044,248,15476,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
яхромская,18,976780,249,4095,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
лианозово,18,959420,250,7005,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
физтех,18,957181,251,17897,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
бульвар рокоссовского,8,931919,1,17447,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
черкизовская,8,996780,2,2181,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
преображенская площадь,8,975920,3,19336,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
сокольники,8,1043897,4,10224,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
красносельская,8,983652,5,18587,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
комсомольская,8,1055535,6,9983,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
красные ворота,8,963324,7,6283,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
чистые пруды,8,930634,8,4456,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
лубянка,8,1035229,9,16906,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
охотный ряд,8,1019041,10,8635,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
кропоткинская,8,1085090,11,10179,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
парк культуры,8,905642,12,3793,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
фрунзенская,8,1013499,13,13965,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
спортивная,8,1014960,14,17377,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
воробьевы горы,8,985400,15,3470,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
университет,8,1000435,16,3226,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
проспект вернадского,8,970428,17,12074,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
юго западная,8,967974,18,5444,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
красногвардейская,9,1037838,19,10775,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
домодедовская,9,1035020,20,4284,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
орехово,9,884202,21,6714,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
царицыно,9,956463,22,7282,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
кантемировская,9,1016517,23,4448,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
коломенская,9,943983,24,15917,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
автозаводская,9,916748,25,1557,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
павелецкая,9,921935,26,3813,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
новокузнецкая,9,950479,27,2212,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
театральная,9,946775,28,15994,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
тверская,9,938994,29,5206,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
маяковская,9,948163,30,6141,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
белорусская,9,1029229,31,12964,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
динамо,9,1039735,32,8650,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
аэропорт,9,979350,33,5169,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
сокол,9,1091028,34,11592,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
войковская,9,993309,35,12162,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
водный стадион,9,1033561,36,4523,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
речной вокзал,9,970301,37,8702,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
каширская,9,912626,38,1491,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
киевская,12,973993,39,9365,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
смоленская,12,1053795,40,16055,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
арбатская,12,1001116,41,10975,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
площадь революции,12,968816,42,8690,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
курская,12,988818,43,8616,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
бауманская,12,905326,44,12751,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
электрозаводская,12,953899,45,9503,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
семеновская,12,973499,46,14830,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
партизанская,12,968653,47,16441,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
измайловская,12,1045903,48,5923,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
первомайская,12,1087152,49,7507,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
щелковская,12,920312,50,6429,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
александровский сад,13,1065220,51,15634,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
студенческая,13,961802,52,7499,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
кутузовская,13,935893,53,19604,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
фили,13,976838,54,17708,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
багратионовская,13,960442,55,4228,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
филевский парк,13,1004470,56,7937,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
пионерская,13,976265,57,15174,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
кунцевская,13,1013569,58,11185,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
молодежная,12,992608,59,7351,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
крылатское,12,895626,60,14323,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
новослободская,609,983994,61,4675,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
проспект мира,609,945631,62,8036,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
таганская,609,963768,63,17515,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
добрынинская,609,1060324,64,4186,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
октябрьская,609,862205,65,10527,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
краснопресненская,609,993593,66,14547,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
новогиреево,14,962242,67,10962,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
перово,14,1032507,68,10517,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
шоссе энтузиастов,14,1130735,69,16391,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
авиамоторная,14,858582,70,11915,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
площадь ильича,14,926671,71,12822,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
марксистская,14,989745,72,3349,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
третьяковская,14,1001446,73,19109,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
медведково,15,949689,74,1733,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
бабушкинская,15,1113731,75,2639,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
свиблово,15,970335,76,8995,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ботанический сад,15,1011990,77,9690,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
вднх,15,1020246,78,7522,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
алексеевская,15,1019483,79,5020,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
рижская,15,976964,80,9833,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
сухаревская,15,977670,81,8823,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
тургеневская,15,978459,82,9432,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
китай город,15,1022079,83,6985,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
шаболовская,15,963991,84,9849,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ленинский проспект,15,979828,85,9508,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
академическая,15,1024642,86,15839,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
профсоюзная,15,988000,87,16664,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
новые черемушки,15,974144,88,16504,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
калужская,15,934808,89,14773,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
беляево,15,995007,90,10800,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
коньково,15,881897,91,14657,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
теплый стан,15,948870,92,10497,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
ясенево,15,974092,93,4605,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
новоясеневская,15,955632,94,16384,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
выхино,16,884807,95,7483,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
рязанский проспект,16,963921,96,16893,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
кузьминки,16,997466,97,18336,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
текстильщики,16,984057,98,4988,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
волгоградский проспект,16,1035062,99,18273,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
пролетарская,16,970860,100,15514,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
кузнецкий мост,16,976558,101,3606,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
пушкинская,16,1009284,102,6583,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
баррикадная,16,999807,103,18799,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
улица 1905 года,16,877248,104,8594,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
беговая,16,989360,105,6365,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
полежаевская,16,982670,106,5089,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
октябрьское поле,16,1016439,107,15066,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
щукинская,16,982117,108,15604,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
тушинская,16,976236,109,13166,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
сходненская,16,898956,110,9572,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
планерная,16,1003918,111,15308,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
алтуфьево,17,941963,112,9585,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
бибирево,17,1011627,113,19516,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
отрадное,17,1015733,114,19838,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
владыкино,17,947326,115,6518,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
петровско разумовская,17,1051264,116,10481,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
тимирязевская,17,1034867,117,18520,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
дмитровская,17,891605,118,17920,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
савеловская,17,1001053,119,17550,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
менделеевская,17,969563,120,13838,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
цветной бульвар,17,986038,121,15331,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чеховская,17,958700,122,18452,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
боровицкая,17,1000793,123,9562,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
полянка,17,959397,124,5887,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
серпуховская,17,982936,125,10181,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
тульская,17,890899,126,10900,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагатинская,17,1053096,127,11049,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нагорная,17,908593,128,7467,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
нахимовский проспект,17,904206,129,6794,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
севастопольская,17,993393,130,13090,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чертановская,17,886593,131,4240,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
южная,17,1069939,132,8874,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
пражская,17,995864,133,6305,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
чкаловская,18,973600,134,7331,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
римская,18,947434,135,16566,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
крестьянская застава,18,998084,136,18848,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
кожуховская,18,1004693,137,12576,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
печатники,18,941809,138,9952,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
волжская,18,992791,139,3094,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
люблино,18,985942,140,12874,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
братиславская,18,1039411,141,8995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
марьино,18,923896,142,13899,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
библиотека имени ленина,8,912272,143,14285,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
дубровка,18,1101372,144,14290,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
улица академика янгеля,17,1007714,145,2856,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
аннино,17,998539,146,14485,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
технопарк,609,1099786,147,14848,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
бульвар дмитрия донского,17,1029931,148,17359,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
парк победы,12,947927,149,3597,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
